interaction_id,customer_id,product_id,product_name,product_category,interaction_date,interaction_type,agent_id,branch_id,latitude,longitude,grand_total,issue_category,issue_subcategory,resolution_status,resolution_time_minutes,sla_met,is_first_contact_resolution,is_escalated,sentiment_score,sentiment_category,interaction_summary,nps_score,feedback_score_agent,feedback_score_resolution,call_duration_seconds,queue_time_seconds,num_open_issues_snapshot,time_since_last_interaction_days,product_ownership_flag,agent_status
578c36f1-b984-488f-ad7d-0fa1ff83c62d,CUST0740,PROD002,Samsung Galaxy S24,Mobile & Computing,2024-05-29 08:46:57,Social Media DM,AGT002,BR01,-1.289311,36.8124,126019.59999999999,General Inquiry,Product Information,Resolved,19,Yes,No,No,0.37,Neutral,Customer reported general inquiry issue regarding Mobile & Computing product. Issue resolved.,7,3,5,0,0,0,432,Yes,Offline
b99ef916-591b-4da2-ac1a-6a398cc94436,CUST0205,PROD004,Dell XPS 13,Mobile & Computing,2024-05-09 03:05:48,Chat,AGT031,BR01,-1.289311,36.8124,134721.73,Product Defect,Manufacturing Defect,Resolved,5,Yes,Yes,No,1.0,Positive,Customer reported product defect issue regarding Mobile & Computing product. Issue resolved.,9,4,5,304,113,0,452,Yes,Online
d7eafc01-0f11-4ee4-9d2b-73afdb319cd1,CUST0359,PROD006,Sony WH-1000XM5,Wearables & Accessories,2023-08-31 05:31:46,In-Person Support,AGT047,BR01,-1.289311,36.8124,165255.75,Service Delay,Slow Resolution,Resolved,5,No,Yes,Yes,-0.95,Negative,Customer reported service delay issue regarding Wearables & Accessories product. Issue resolved. Escalated to Tier 2.,4,1,1,0,0,0,704,Yes,Offline
4f059d95-6566-47bf-9b6e-e1a9c90cde1c,CUST0811,PROD005,HP Pavilion,Mobile & Computing,2023-02-28 04:06:23,Chat,AGT030,BR01,-1.289311,36.8124,356276.84,General Inquiry,Product Information,Resolved,13,Yes,Yes,No,1.0,Positive,Customer reported general inquiry issue regarding Mobile & Computing product. Issue resolved.,9,5,4,790,132,0,888,Yes,Offline
74f4fe6e-4831-42a4-b7b1-fb56b5fe17d4,CUST0740,PROD026,PlayStation 5,Entertainment & Gaming,2024-08-17 11:01:36,Social Media DM,AGT014,BR01,-1.289311,36.8124,339905.66000000003,Order Status,Wrong Item Received,Resolved,11,Yes,Yes,No,-0.08,Neutral,Customer reported order status issue regarding Entertainment & Gaming product. Issue resolved.,7,2,3,0,0,0,352,Yes,Online
e2158fbb-2ac2-4c81-bb37-b666e15aeba0,CUST0403,PROD030,Asus ROG Ally,Entertainment & Gaming,2025-02-12 00:59:04,Chat,AGT024,BR01,-1.289311,36.8124,499884.69000000006,Service Delay,Agent Unresponsive,Resolved,18,Yes,Yes,No,1.0,Positive,Customer reported service delay issue regarding Entertainment & Gaming product. Issue resolved.,9,4,5,1083,57,0,173,Yes,Offline
d71211a6-c7d5-49c5-ba8d-be26ee400c7b,CUST0232,PROD028,Nintendo Switch,Entertainment & Gaming,2024-08-26 21:54:44,In-Person Support,AGT035,BR01,-1.289311,36.8124,96939.08,Billing Inquiry,Refund Status,Resolved,10,Yes,Yes,No,1.0,Positive,Customer reported billing inquiry issue regarding Entertainment & Gaming product. Issue resolved.,9,3,4,0,0,0,342,Yes,Offline
ccb973bb-035b-490e-8413-f0038582bd51,CUST0523,PROD025,Hisense ULED,Entertainment & Gaming,2025-08-04 11:32:19,Call,AGT039,BR01,-1.289311,36.8124,823588.56,Service Delay,Agent Unresponsive,Pending,22,No,No,No,-0.34,Negative,Customer reported service delay issue regarding Entertainment & Gaming product. Issue pending.,6,1,2,1327,417,1,0,Yes,Offline
e359f95e-f71f-42ad-a9ab-682e905cd825,CUST0242,PROD048,Belkin Wireless Charger,Mobile & Computing,2024-02-21 01:27:24,Email,AGT023,BR01,-1.289311,36.8124,8029.83,General Inquiry,Product Information,Resolved,8,Yes,Yes,No,1.0,Positive,Customer reported general inquiry issue regarding Mobile & Computing product. Issue resolved.,9,4,5,0,0,0,530,Yes,Online
98b00d9c-25e4-4cc1-adcb-4ea725882626,CUST0023,PROD038,Sonos One,Entertainment & Gaming,2023-06-02 00:14:28,Call,AGT038,BR01,-1.289311,36.8124,37947.61,Technical Support,Setup Help,Resolved,6,Yes,No,No,-0.42,Negative,Customer reported technical support issue regarding Entertainment & Gaming product. Issue resolved.,5,1,2,363,51,0,794,Yes,Online
da524a9d-dea5-40dd-83a3-85fff86d26a9,CUST0541,PROD002,Samsung Galaxy S24,Mobile & Computing,2025-08-04 12:16:19,In-Person Support,AGT008,BR01,-1.289311,36.8124,264041.06,Technical Support,Setup Help,Resolved,14,No,Yes,No,0.15,Neutral,Customer reported technical support issue regarding Mobile & Computing product. Issue resolved.,8,3,4,0,0,0,0,Yes,Offline
972982e9-55f4-4d20-b213-f54e6f482e23,CUST0540,PROD015,Lenovo ThinkPad,Mobile & Computing,2024-02-20 02:04:26,In-Person Support,AGT053,BR01,-1.289311,36.8124,392127.93,Technical Support,Compatibility,Resolved,21,Yes,Yes,No,0.88,Positive,Customer reported technical support issue regarding Mobile & Computing product. Issue resolved.,9,4,4,0,0,0,531,Yes,Online
7f71716d-2d3e-47ed-9c3b-b61ebc7f7b0f,CUST0452,PROD013,Microsoft Surface,Mobile & Computing,2025-07-16 05:18:08,In-Person Support,AGT035,BR01,-1.289311,36.8124,358906.54,Technical Support,Compatibility,Resolved,17,Yes,Yes,No,-0.58,Negative,Customer reported technical support issue regarding Mobile & Computing product. Issue resolved.,5,1,1,0,0,0,19,Yes,Offline
cf78bffd-e96b-4885-b787-e84e13c0b4bd,CUST0790,PROD041,Ring Video Doorbell,Smart Home & Appliances,2025-08-04 12:03:19,Email,AGT006,BR01,-1.289311,36.8124,112206.15,General Inquiry,Product Information,Escalated,5,No,Yes,No,0.45,Positive,Customer reported general inquiry issue regarding Smart Home & Appliances product. Issue escalated.,10,5,5,0,0,0,0,Yes,Offline
8daf1342-2ef9-486c-b335-be86228ac2ab,CUST0636,PROD047,Anker PowerBank,Mobile & Computing,2025-08-04 12:13:19,Chat,AGT054,BR01,-1.289311,36.8124,52249.29,Order Status,Delivery Delay,Resolved,24,Yes,Yes,No,1.0,Positive,Customer reported order status issue regarding Mobile & Computing product. Issue resolved.,10,5,3,1442,55,0,0,Yes,Offline
f1fb04f7-8b80-48fe-8e0d-f0cc137aaf4d,CUST0362,PROD027,Xbox Series X,Entertainment & Gaming,2023-02-28 09:24:00,Email,AGT052,BR01,-1.289311,36.8124,131094.48,Technical Support,Troubleshooting,Pending,5,No,Yes,No,-1.0,Negative,Customer reported technical support issue regarding Entertainment & Gaming product. Issue pending.,0,1,2,0,0,2,888,Yes,Online
e48ee5a2-2a64-4399-805e-8b3536f08041,CUST0611,PROD040,Google Nest Hub,Smart Home & Appliances,2024-02-13 22:08:16,Call,AGT013,BR01,-1.289311,36.8124,75431.89,Product Defect,Hardware Failure,Resolved,11,Yes,Yes,No,0.9,Positive,Customer reported product defect issue regarding Smart Home & Appliances product. Issue resolved.,10,5,3,662,121,0,537,Yes,Offline
9ef7b80c-4d9a-440f-8cd1-55836d98c0d1,CUST0561,PROD012,Samsung Tab S9,Mobile & Computing,2023-06-23 15:34:03,Call,AGT018,BR01,-1.289311,36.8124,254583.18,Return/Refund,Refund Delay,Resolved,13,Yes,No,No,-0.82,Negative,Customer reported return/refund issue regarding Mobile & Computing product. Issue resolved.,2,2,2,782,179,0,772,Yes,Online
b1a6f63a-c36d-44a7-96a5-394ce55f50a4,CUST0909,PROD028,Nintendo Switch,Entertainment & Gaming,2024-10-13 21:38:56,Call,AGT032,BR01,-1.289311,36.8124,48469.54,Technical Support,Setup Help,Resolved,18,Yes,Yes,No,0.3,Neutral,Customer reported technical support issue regarding Entertainment & Gaming product. Issue resolved.,8,3,5,1080,94,0,294,Yes,Offline
b49fb17b-3aba-4d11-bd8b-7a940ec0484b,CUST0567,PROD031,Dyson V15 Detect,Smart Home & Appliances,2025-05-26 17:08:30,Email,AGT040,BR01,-1.289311,36.8124,218798.01,Technical Support,Troubleshooting,Resolved,11,Yes,Yes,No,1.0,Positive,Customer reported technical support issue regarding Smart Home & Appliances product. Issue resolved.,10,4,5,0,0,0,69,Yes,Offline
f18bd72b-eed0-43ae-8aa7-8d3c13bb8e0c,CUST0041,PROD017,Samsung Galaxy Watch,Wearables & Accessories,2024-02-17 14:18:03,In-Person Support,AGT030,BR01,-1.289311,36.8124,40439.17,Product Defect,Manufacturing Defect,Resolved,16,Yes,Yes,No,1.0,Positive,Customer reported product defect issue regarding Wearables & Accessories product. Issue resolved.,10,2,3,0,0,0,533,Yes,Offline
224e1f8e-57c4-43e8-b453-cbe7d546d2c8,CUST0224,PROD020,OnePlus Watch,Wearables & Accessories,2025-08-04 12:12:19,Call,AGT058,BR01,-1.289311,36.8124,17324.46,Product Defect,Manufacturing Defect,Resolved,8,Yes,Yes,No,1.0,Positive,Customer reported product defect issue regarding Wearables & Accessories product. Issue resolved.,10,4,5,485,171,0,0,Yes,Online
c64a3a0f-3289-4aef-9aa0-042293c8303f,CUST0396,PROD015,Lenovo ThinkPad,Mobile & Computing,2024-03-21 00:17:31,Email,AGT008,BR01,-1.289311,36.8124,640475.62,Technical Support,Setup Help,Resolved,20,Yes,No,No,-0.79,Negative,Customer reported technical support issue regarding Mobile & Computing product. Issue resolved.,1,3,3,0,0,0,501,Yes,Offline
6dba3fa7-c276-438e-871c-72254c498a01,CUST0056,PROD009,Canon EOS R6,Entertainment & Gaming,2023-08-31 23:39:14,Social Media DM,AGT040,BR01,-1.289311,36.8124,1238144.88,Technical Support,Compatibility,Resolved,19,Yes,Yes,No,1.0,Positive,Customer reported technical support issue regarding Entertainment & Gaming product. Issue resolved.,9,3,5,0,0,0,703,Yes,Offline
96f76d98-7073-40f9-bffe-73e2013aba9e,CUST0270,PROD002,Samsung Galaxy S24,Mobile & Computing,2023-04-05 23:29:01,In-Person Support,AGT033,BR01,-1.289311,36.8124,126335.44,Technical Support,Compatibility,Resolved,8,Yes,Yes,No,0.88,Positive,Customer reported technical support issue regarding Mobile & Computing product. Issue resolved.,9,3,5,0,0,0,851,Yes,Offline
32228208-adc4-4949-98b8-d3e5df889164,CUST0263,PROD025,Hisense ULED,Entertainment & Gaming,2023-10-03 16:34:46,Email,AGT050,BR01,-1.289311,36.8124,463862.88,General Inquiry,Store Hours,Resolved,10,Yes,No,No,-0.43,Negative,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,5,2,2,0,0,0,670,Yes,Online
a761ab34-0374-4dac-a9e1-8296864beaa4,CUST0474,PROD043,Nest Cam,Smart Home & Appliances,2025-07-01 03:17:08,In-Person Support,AGT020,BR01,-1.289311,36.8124,115823.51,Billing Inquiry,Payment Error,Resolved,8,Yes,Yes,No,1.0,Positive,Customer reported billing inquiry issue regarding Smart Home & Appliances product. Issue resolved.,9,4,3,0,0,0,34,Yes,Online
34e527bc-252b-47d1-a08e-5eb9bea8f232,CUST0277,PROD030,Asus ROG Ally,Entertainment & Gaming,2024-05-24 14:13:15,Chat,AGT023,BR01,-1.289311,36.8124,159758.61,Service Delay,Slow Resolution,Resolved,7,Yes,Yes,No,0.98,Positive,Customer reported service delay issue regarding Entertainment & Gaming product. Issue resolved.,9,4,4,426,69,0,436,Yes,Online
29c095b6-40c0-4672-9f0f-749869f44706,CUST0348,PROD027,Xbox Series X,Entertainment & Gaming,2025-08-04 12:07:19,Call,AGT002,BR01,-1.289311,36.8124,72101.96,Service Delay,Long Wait Time,Unresolved,15,No,No,No,-0.45,Negative,Customer reported service delay issue regarding Entertainment & Gaming product. Issue unresolved.,3,1,2,906,372,1,0,Yes,Offline
6b7c5e4e-b290-41a7-a7e8-ffad6e3c4989,CUST0062,PROD030,Asus ROG Ally,Entertainment & Gaming,2025-04-05 17:43:30,In-Person Support,AGT014,BR01,-1.289311,36.8124,351468.94,General Inquiry,Product Information,Resolved,5,No,Yes,No,0.21,Neutral,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,7,3,4,0,0,0,120,Yes,Online
